measure_name,location_name,sex_name,age_name,cause_id,cause,year,rate,upper,lower
Deaths,Brazil,Female,All Ages,386,386 - Nutritional deficiencies,1990,9.089207105,10.4647442,7.750953978
Deaths,Brazil,Both,All Ages,386,386 - Nutritional deficiencies,1990,10.54604852,11.5488294,9.631084371
Deaths,Brazil,Male,All Ages,696,696 - Unintentional injuries,1990,34.43379223,35.63719262,32.82560362
Deaths,Brazil,Female,All Ages,696,696 - Unintentional injuries,1990,13.58646399,14.33253877,12.91808491
Deaths,Brazil,Both,All Ages,696,696 - Unintentional injuries,1990,23.89390857,24.67464897,22.86119511
Deaths,Brazil,Male,All Ages,717,717 - Self-harm and interpersonal violence,1990,58.46792604,59.67678998,56.92074233
Deaths,Brazil,Female,All Ages,717,717 - Self-harm and interpersonal violence,1990,8.02524946,8.252881379,7.731293362
Deaths,Brazil,Both,All Ages,717,717 - Self-harm and interpersonal violence,1990,32.96538027,33.60274438,32.08592895
Deaths,Brazil,Male,All Ages,955,955 - HIV/AIDS and sexually transmitted infections,1990,11.82071887,15.703783,9.470654344
Deaths,Brazil,Female,All Ages,955,955 - HIV/AIDS and sexually transmitted infections,1990,4.416564469,6.595809298,3.077283056
Deaths,Brazil,Both,All Ages,955,955 - HIV/AIDS and sexually transmitted infections,1990,8.07736504,11.13322141,6.243242726
Deaths,Brazil,Male,All Ages,956,956 - Respiratory infections and tuberculosis,1990,59.36252139,65.73511799,55.15959318
Deaths,Brazil,Female,All Ages,956,956 - Respiratory infections and tuberculosis,1990,41.3461404,45.80777053,38.42469603
Deaths,Brazil,Both,All Ages,956,956 - Respiratory infections and tuberculosis,1990,50.2538933,55.25413977,47.54047563
Deaths,Brazil,Male,All Ages,957,957 - Enteric infections,1990,33.35444323,37.67358028,29.66436211
Deaths,Brazil,Female,All Ages,957,957 - Enteric infections,1990,24.55916482,28.53342463,21.05611163
Deaths,Brazil,Both,All Ages,957,957 - Enteric infections,1990,28.90777216,31.73048206,25.88014401
Deaths,Brazil,Male,All Ages,410,410 - Neoplasms,1990,80.63301956,85.30571852,78.77732914
Deaths,Brazil,Female,All Ages,410,410 - Neoplasms,1990,66.23899677,67.43742974,65.08930621
Deaths,Brazil,Both,All Ages,410,410 - Neoplasms,1990,73.35576447,75.98771336,71.96654194
Deaths,Brazil,Male,All Ages,626,626 - Musculoskeletal disorders,1990,0.543536158,0.564351129,0.519962599
Deaths,Brazil,Female,All Ages,626,626 - Musculoskeletal disorders,1990,1.34085443,1.397045463,1.280650973
Deaths,Brazil,Both,All Ages,626,626 - Musculoskeletal disorders,1990,0.946640178,0.978921431,0.909207344
Deaths,Brazil,Male,All Ages,640,640 - Other non-communicable diseases,1990,28.93245424,39.84133788,15.86124161
Deaths,Brazil,Female,All Ages,640,640 - Other non-communicable diseases,1990,27.1098342,34.67704213,14.3530829
Deaths,Brazil,Both,All Ages,640,640 - Other non-communicable diseases,1990,28.01098349,36.02394066,16.2917065
Deaths,Brazil,Male,All Ages,961,961 - Other infectious diseases,1990,11.75282338,12.81799684,9.499381602
Deaths,Brazil,Female,All Ages,961,961 - Other infectious diseases,1990,8.259200513,9.346179857,7.295290419
Deaths,Brazil,Both,All Ages,961,961 - Other infectious diseases,1990,9.986535724,10.87716578,8.715953048
Deaths,Brazil,Male,All Ages,962,962 - Maternal and neonatal disorders,1990,55.95381776,61.7831746,50.46611307
Deaths,Brazil,Female,All Ages,962,962 - Maternal and neonatal disorders,1990,45.72057878,50.04729747,42.13694241
Deaths,Brazil,Both,All Ages,962,962 - Maternal and neonatal disorders,1990,50.78015008,55.12444944,47.0517563
Deaths,Brazil,Male,All Ages,653,653 - Skin and subcutaneous diseases,1990,1.298119667,2.256845108,0.552708334
Deaths,Brazil,Female,All Ages,653,653 - Skin and subcutaneous diseases,1990,1.331916576,2.32050197,0.578337225
Deaths,Brazil,Both,All Ages,653,653 - Skin and subcutaneous diseases,1990,1.315206532,1.969529272,0.714492833
Deaths,Brazil,Male,All Ages,688,688 - Transport injuries,1990,48.96976122,50.46341986,47.01160288
Deaths,Brazil,Female,All Ages,688,688 - Transport injuries,1990,13.61834584,14.32353999,12.91078697
Deaths,Brazil,Both,All Ages,688,688 - Transport injuries,1990,31.0969767,31.96677116,29.81088938
Deaths,Brazil,Male,All Ages,344,344 - Neglected tropical diseases and malaria,1990,10.35634908,19.33991251,7.271927599
Deaths,Brazil,Female,All Ages,344,344 - Neglected tropical diseases and malaria,1990,6.105779644,10.80423159,4.402930833
Deaths,Brazil,Both,All Ages,344,344 - Neglected tropical diseases and malaria,1990,8.207368317,14.95570762,5.824243293
Deaths,Brazil,Male,All Ages,542,542 - Neurological disorders,1990,17.76851099,18.17424632,17.34208833
Deaths,Brazil,Female,All Ages,542,542 - Neurological disorders,1990,22.52891717,22.91202289,22.18190287
Deaths,Brazil,Both,All Ages,542,542 - Neurological disorders,1990,20.17525236,20.46643009,19.88801482
Deaths,Brazil,Male,All Ages,558,558 - Mental disorders,1990,0.00104319,0.001195317,0.000926273
Deaths,Brazil,Female,All Ages,558,558 - Mental disorders,1990,0.003452426,0.003922406,0.003097527
Deaths,Brazil,Both,All Ages,558,558 - Mental disorders,1990,0.002261239,0.002492034,0.00207056
Deaths,Brazil,Male,All Ages,973,973 - Substance use disorders,1990,5.715026574,5.923419677,5.524141341
Deaths,Brazil,Female,All Ages,973,973 - Substance use disorders,1990,0.8271176,0.890821778,0.570698314
Deaths,Brazil,Both,All Ages,973,973 - Substance use disorders,1990,3.243823006,3.367714025,3.080519367
Deaths,Brazil,Male,All Ages,974,974 - Diabetes and kidney diseases,1990,24.26657396,24.83772842,23.59435743
Deaths,Brazil,Female,All Ages,974,974 - Diabetes and kidney diseases,1990,26.81601214,27.44055227,26.18355095
Deaths,Brazil,Both,All Ages,974,974 - Diabetes and kidney diseases,1990,25.55550564,25.98213011,25.07933739
Deaths,Brazil,Male,All Ages,973,973 - Substance use disorders,1995,6.624054683,6.824047149,6.437327145
Deaths,Brazil,Female,All Ages,973,973 - Substance use disorders,1995,1.038497592,1.097331508,0.738475315
Deaths,Brazil,Both,All Ages,973,973 - Substance use disorders,1995,3.792362641,3.906997062,3.636283637
Deaths,Brazil,Male,All Ages,974,974 - Diabetes and kidney diseases,1995,26.12272585,26.66901706,25.57097823
Deaths,Brazil,Female,All Ages,974,974 - Diabetes and kidney diseases,1995,29.67994239,30.37959812,29.02951165
Deaths,Brazil,Both,All Ages,974,974 - Diabetes and kidney diseases,1995,27.92611656,28.3719835,27.47138163
Deaths,Brazil,Male,All Ages,508,508 - Chronic respiratory diseases,1994,37.50579846,38.26978883,36.71656547
Deaths,Brazil,Female,All Ages,508,508 - Chronic respiratory diseases,1994,26.18224784,26.80107794,25.61738897
Deaths,Brazil,Both,All Ages,508,508 - Chronic respiratory diseases,1994,31.7673445,32.25203783,31.25896951
Deaths,Brazil,Male,All Ages,491,491 - Cardiovascular diseases,1995,188.3429849,190.6180203,185.9075892
Deaths,Brazil,Female,All Ages,491,491 - Cardiovascular diseases,1995,161.759409,163.3253298,160.1811561
Deaths,Brazil,Both,All Ages,491,491 - Cardiovascular diseases,1995,174.8659944,176.2998416,173.3460137
Deaths,Brazil,Male,All Ages,973,973 - Substance use disorders,1994,6.450831548,6.647222321,6.27411103
Deaths,Brazil,Female,All Ages,973,973 - Substance use disorders,1994,0.979776708,1.037691341,0.688514124
Deaths,Brazil,Both,All Ages,973,973 - Substance use disorders,1994,3.678256286,3.788044506,3.529842581
Deaths,Brazil,Male,All Ages,974,974 - Diabetes and kidney diseases,1994,26.02455476,26.60287331,25.50477569
Deaths,Brazil,Female,All Ages,974,974 - Diabetes and kidney diseases,1994,29.18439433,29.86947594,28.54805829
Deaths,Brazil,Both,All Ages,974,974 - Diabetes and kidney diseases,1994,27.62587174,28.07734816,27.15682929
Deaths,Brazil,Male,All Ages,653,653 - Skin and subcutaneous diseases,1993,1.395666845,2.433303246,0.602344868
Deaths,Brazil,Female,All Ages,653,653 - Skin and subcutaneous diseases,1993,1.42805876,2.477927365,0.627617059
Deaths,Brazil,Both,All Ages,653,653 - Skin and subcutaneous diseases,1993,1.412074134,2.07484391,0.7714514
Deaths,Brazil,Male,All Ages,688,688 - Transport injuries,1993,45.99915986,47.19840282,44.35744579
Deaths,Brazil,Female,All Ages,688,688 - Transport injuries,1993,13.10597831,13.66547254,12.49662641
Deaths,Brazil,Both,All Ages,688,688 - Transport injuries,1993,29.3379669,30.02894843,28.31993901
Deaths,Brazil,Male,All Ages,542,542 - Neurological disorders,1993,19.38220254,19.75726007,19.01262465
Deaths,Brazil,Female,All Ages,542,542 - Neurological disorders,1993,25.20178552,25.5783889,24.83743925
Deaths,Brazil,Both,All Ages,542,542 - Neurological disorders,1993,22.32996224,22.6480863,22.03424626
Deaths,Brazil,Male,All Ages,558,558 - Mental disorders,1993,0.00083362,0.000942846,0.000736564
Deaths,Brazil,Female,All Ages,558,558 - Mental disorders,1993,0.0043724,0.00484307,0.003956568
Deaths,Brazil,Both,All Ages,558,558 - Mental disorders,1993,0.002626098,0.002866626,0.0024095
Deaths,Brazil,Male,All Ages,542,542 - Neurological disorders,1995,19.79030905,20.22009121,19.31328739
Deaths,Brazil,Female,All Ages,542,542 - Neurological disorders,1995,26.52334024,26.92691516,26.16908038
Deaths,Brazil,Both,All Ages,542,542 - Neurological disorders,1995,23.20373237,23.55131614,22.87210988
Deaths,Brazil,Male,All Ages,558,558 - Mental disorders,1995,0.000945245,0.001079081,0.000822998
Deaths,Brazil,Female,All Ages,558,558 - Mental disorders,1995,0.00468624,0.00514142,0.004245064
Deaths,Brazil,Both,All Ages,558,558 - Mental disorders,1995,0.002841805,0.003083732,0.002604024
Deaths,Brazil,Male,All Ages,386,386 - Nutritional deficiencies,1993,9.684144476,10.53399004,8.795462707
Deaths,Brazil,Female,All Ages,386,386 - Nutritional deficiencies,1993,7.202619434,8.023604626,6.519142782
Deaths,Brazil,Both,All Ages,386,386 - Nutritional deficiencies,1993,8.427191952,9.107555631,7.882190791
Deaths,Brazil,Male,All Ages,717,717 - Self-harm and interpersonal violence,1993,59.38840002,60.49915645,57.99476868
Deaths,Brazil,Female,All Ages,717,717 - Self-harm and interpersonal violence,1993,8.230349382,8.439942841,7.968384811
Deaths,Brazil,Both,All Ages,717,717 - Self-harm and interpersonal violence,1993,33.47560859,34.07637811,32.69806328
Deaths,Brazil,Male,All Ages,344,344 - Neglected tropical diseases and malaria,1994,8.47790943,15.5698427,6.0976058
Deaths,Brazil,Female,All Ages,344,344 - Neglected tropical diseases and malaria,1994,5.269395344,9.123812689,3.942327348
Deaths,Brazil,Both,All Ages,344,344 - Neglected tropical diseases and malaria,1994,6.851925585,12.30787032,5.045851269
Deaths,Brazil,Male,All Ages,542,542 - Neurological disorders,1994,19.75239598,20.16157068,19.32677624
Deaths,Brazil,Female,All Ages,542,542 - Neurological disorders,1994,26.02237532,26.45438752,25.66475364
Deaths,Brazil,Both,All Ages,542,542 - Neurological disorders,1994,22.9298435,23.26903736,22.61387844
Deaths,Brazil,Male,All Ages,696,696 - Unintentional injuries,1995,31.36717677,32.23514677,30.16846696
Deaths,Brazil,Female,All Ages,696,696 - Unintentional injuries,1995,12.5223996,13.06360185,12.03651994
Deaths,Brazil,Both,All Ages,696,696 - Unintentional injuries,1995,21.81350027,22.35083433,21.04454241
Deaths,Brazil,Male,All Ages,717,717 - Self-harm and interpersonal violence,1995,65.35469849,66.5042114,63.95321734
Deaths,Brazil,Female,All Ages,717,717 - Self-harm and interpersonal violence,1995,8.718690226,8.922379169,8.481189426
Deaths,Brazil,Both,All Ages,717,717 - Self-harm and interpersonal violence,1995,36.64212224,37.23882091,35.86221987
Deaths,Brazil,Male,All Ages,386,386 - Nutritional deficiencies,1994,9.119360351,9.933958668,8.396053151
Deaths,Brazil,Female,All Ages,386,386 - Nutritional deficiencies,1994,6.748191082,7.457045256,6.226607892
Deaths,Brazil,Both,All Ages,386,386 - Nutritional deficiencies,1994,7.917719086,8.535775833,7.461429526
Deaths,Brazil,Male,All Ages,410,410 - Neoplasms,1994,86.30113941,90.81529214,84.70391264
Deaths,Brazil,Female,All Ages,410,410 - Neoplasms,1994,72.44599233,73.52548265,71.39796353
Deaths,Brazil,Both,All Ages,410,410 - Neoplasms,1994,79.27974424,81.74546957,78.15819855
Deaths,Brazil,Male,All Ages,344,344 - Neglected tropical diseases and malaria,1993,8.932673336,16.36081522,6.428913894
Deaths,Brazil,Female,All Ages,344,344 - Neglected tropical diseases and malaria,1993,5.467696506,9.419116009,4.058968221
Deaths,Brazil,Both,All Ages,344,344 - Neglected tropical diseases and malaria,1993,7.177578668,12.83544372,5.259282515
Deaths,Brazil,Male,All Ages,386,386 - Nutritional deficiencies,1995,8.590811907,9.347202181,7.944159115
Deaths,Brazil,Female,All Ages,386,386 - Nutritional deficiencies,1995,6.356171463,7.010804271,5.912353226
Deaths,Brazil,Both,All Ages,386,386 - Nutritional deficiencies,1995,7.457923377,8.039957929,7.04251407
Deaths,Brazil,Male,All Ages,508,508 - Chronic respiratory diseases,1993,37.06194709,37.78606808,36.27755166
Deaths,Brazil,Female,All Ages,508,508 - Chronic respiratory diseases,1993,25.40627545,26.07659622,24.79722912
Deaths,Brazil,Both,All Ages,508,508 - Chronic respiratory diseases,1993,31.15806717,31.6648192,30.64002089
Deaths,Brazil,Male,All Ages,410,410 - Neoplasms,1993,85.3683062,89.9644138,83.74909363
Deaths,Brazil,Female,All Ages,410,410 - Neoplasms,1993,70.85278826,72.00809844,69.80556507
Deaths,Brazil,Both,All Ages,410,410 - Neoplasms,1993,78.01584487,80.59939777,76.86962686
Deaths,Brazil,Male,All Ages,626,626 - Musculoskeletal disorders,1993,0.574184878,0.596341974,0.551544515
Deaths,Brazil,Female,All Ages,626,626 - Musculoskeletal disorders,1993,1.404244018,1.449351715,1.355109555
Deaths,Brazil,Both,All Ages,626,626 - Musculoskeletal disorders,1993,0.994629932,1.021965723,0.962665909
Deaths,Brazil,Male,All Ages,640,640 - Other non-communicable diseases,1993,25.09378634,32.70643517,15.00497349
Deaths,Brazil,Female,All Ages,640,640 - Other non-communicable diseases,1993,23.01642125,28.63369685,13.60707105
Deaths,Brazil,Both,All Ages,640,640 - Other non-communicable diseases,1993,24.04155062,29.62575004,15.2058381
Deaths,Brazil,Male,All Ages,410,410 - Neoplasms,1995,87.05411203,91.27528759,85.43568314
Deaths,Brazil,Female,All Ages,410,410 - Neoplasms,1995,73.76518468,74.81025911,72.72999183
Deaths,Brazil,Both,All Ages,410,410 - Neoplasms,1995,80.31706697,82.61554368,79.21922206
Deaths,Brazil,Male,All Ages,626,626 - Musculoskeletal disorders,1995,0.584261762,0.606864822,0.560875131
Deaths,Brazil,Female,All Ages,626,626 - Musculoskeletal disorders,1995,1.434962336,1.476659928,1.38797071
Deaths,Brazil,Both,All Ages,626,626 - Musculoskeletal disorders,1995,1.015538715,1.041826339,0.986733688
Deaths,Brazil,Male,All Ages,640,640 - Other non-communicable diseases,1995,23.46999823,29.51521686,14.81723523
Deaths,Brazil,Female,All Ages,640,640 - Other non-communicable diseases,1995,21.44116743,26.0129709,13.34530958
Deaths,Brazil,Both,All Ages,640,640 - Other non-communicable diseases,1995,22.44144836,26.93448144,14.95148505
Deaths,Brazil,Male,All Ages,717,717 - Self-harm and interpersonal violence,1994,61.89001722,63.03824092,60.51359189
Deaths,Brazil,Female,All Ages,717,717 - Self-harm and interpersonal violence,1994,8.446207233,8.654360719,8.189275027
Deaths,Brazil,Both,All Ages,717,717 - Self-harm and interpersonal violence,1994,34.80621166,35.41476368,34.05482211
Deaths,Brazil,Male,All Ages,626,626 - Musculoskeletal disorders,1994,0.575942399,0.598979082,0.553087822
Deaths,Brazil,Female,All Ages,626,626 - Musculoskeletal disorders,1994,1.420600448,1.464006371,1.37428788
Deaths,Brazil,Both,All Ages,626,626 - Musculoskeletal disorders,1994,1.003991117,1.03051997,0.974130687
Deaths,Brazil,Male,All Ages,640,640 - Other non-communicable diseases,1994,24.19131297,30.96292416,14.92208794
Deaths,Brazil,Female,All Ages,640,640 - Other non-communicable diseases,1994,22.12912267,27.19358559,13.41142592
Deaths,Brazil,Both,All Ages,640,640 - Other non-communicable diseases,1994,23.14625347,28.18629277,15.05440977
Deaths,Brazil,Male,All Ages,653,653 - Skin and subcutaneous diseases,1994,1.426473007,2.484360328,0.624906589
Deaths,Brazil,Female,All Ages,653,653 - Skin and subcutaneous diseases,1994,1.460198679,2.55065378,0.649122541
Deaths,Brazil,Both,All Ages,653,653 - Skin and subcutaneous diseases,1994,1.44356422,2.133922293,0.793948831
Deaths,Brazil,Male,All Ages,688,688 - Transport injuries,1994,45.91307298,47.04695152,44.36954162
Deaths,Brazil,Female,All Ages,688,688 - Transport injuries,1994,13.07036856,13.57210282,12.48108435
Deaths,Brazil,Both,All Ages,688,688 - Transport injuries,1994,29.26932283,29.94217656,28.27826033
Deaths,Brazil,Male,All Ages,491,491 - Cardiovascular diseases,1994,193.0360858,195.1807453,190.4423975
Deaths,Brazil,Female,All Ages,491,491 - Cardiovascular diseases,1994,162.644739,164.1907791,161.0703287
Deaths,Brazil,Both,All Ages,491,491 - Cardiovascular diseases,1994,177.6346141,179.0984464,176.0227728
Deaths,Brazil,Male,All Ages,696,696 - Unintentional injuries,1994,31.65096211,32.53132856,30.42699334
Deaths,Brazil,Female,All Ages,696,696 - Unintentional injuries,1994,12.7863211,13.37336883,12.25713704
Deaths,Brazil,Both,All Ages,696,696 - Unintentional injuries,1994,22.09089764,22.66321295,21.26669539
Deaths,Brazil,Male,All Ages,526,526 - Digestive diseases,1993,37.38207838,38.12648386,36.66742634
Deaths,Brazil,Female,All Ages,526,526 - Digestive diseases,1993,18.83798693,19.18647182,18.46845302
Deaths,Brazil,Both,All Ages,526,526 - Digestive diseases,1993,27.98904702,28.42891361,27.55899906
Deaths,Brazil,Male,All Ages,526,526 - Digestive diseases,1994,37.46024234,38.21796874,36.70855777
Deaths,Brazil,Female,All Ages,526,526 - Digestive diseases,1994,18.93265312,19.29191513,18.56464712
Deaths,Brazil,Both,All Ages,526,526 - Digestive diseases,1994,28.07098615,28.51548213,27.63914975
Deaths,Brazil,Male,All Ages,653,653 - Skin and subcutaneous diseases,1995,1.443196906,2.516388381,0.637505137
Deaths,Brazil,Female,All Ages,653,653 - Skin and subcutaneous diseases,1995,1.478633035,2.606357061,0.647680275
Deaths,Brazil,Both,All Ages,653,653 - Skin and subcutaneous diseases,1995,1.461161847,2.191843572,0.805553225
Deaths,Brazil,Male,All Ages,688,688 - Transport injuries,1995,45.947219,47.08155822,44.51961854
Deaths,Brazil,Female,All Ages,688,688 - Transport injuries,1995,13.00610908,13.43907471,12.46260743
Deaths,Brazil,Both,All Ages,688,688 - Transport injuries,1995,29.2471697,29.88857382,28.31603765
Deaths,Brazil,Male,All Ages,973,973 - Substance use disorders,1993,6.29433474,6.472494952,6.123305457
Deaths,Brazil,Female,All Ages,973,973 - Substance use disorders,1993,0.941775785,1.000580614,0.652491039
Deaths,Brazil,Both,All Ages,973,973 - Substance use disorders,1993,3.583134018,3.688248659,3.43514579
Deaths,Brazil,Male,All Ages,974,974 - Diabetes and kidney diseases,1993,25.78323478,26.35866952,25.21634561
Deaths,Brazil,Female,All Ages,974,974 - Diabetes and kidney diseases,1993,28.60079855,29.24879549,27.96065473
Deaths,Brazil,Both,All Ages,974,974 - Diabetes and kidney diseases,1993,27.21039906,27.64968333,26.75412735
Deaths,Brazil,Male,All Ages,508,508 - Chronic respiratory diseases,1995,37.8636141,38.64323712,37.06487702
Deaths,Brazil,Female,All Ages,508,508 - Chronic respiratory diseases,1995,26.9676976,27.57797175,26.39217929
