_id,Causa,Causa Classificada,UF ID,Unidade de federação,Sexo,Idade,Ano,Taxa de mortalidade,Número de óbitos,Mortalidade Proporcional,Classificação,top,filtro_1
1659449,D isquêmica do coração,001 D isquêmica do coração,135,Brasil,Ambos,Todas as idades (padronizado),1994,148.43,0,0,1,1,19941
1659529,Esquistossomose,097 Esquistossomose,135,Brasil,Ambos,Todas as idades (padronizado),2011,0.28,0,0,97,,
1659687,Transtornos relacionados ao uso de álcool,035 Transtornos relacionados ao uso de álcool,135,Brasil,Ambos,Todas as idades (padronizado),2002,4.57,0,0,35,,
1659712,Linfoma de Hodgkin,093 Linfoma de Hodgkin,135,Brasil,Ambos,Todas as idades (padronizado),2006,0.4,0,0,93,,
1659787,Febre tifóide e paratifóide,119 Febre tifóide e paratifóide,135,Brasil,Ambos,Todas as idades (padronizado),1999,0.02,0,0,119,,
1659960,Intoxicação,099 Intoxicação,135,Brasil,Ambos,Todas as idades (padronizado),1993,0.39,0,0,99,,
1659981,Ds sexualmente transmissíveis exceto HIV,060 Ds sexualmente transmissíveis exceto HIV,135,Brasil,Ambos,Todas as idades (padronizado),2000,1.8,0,0,60,,
1660028,Intoxicação,103 Intoxicação,135,Brasil,Ambos,Todas as idades (padronizado),2009,0.2,0,0,103,,
1660087,Endocardite,066 Endocardite,135,Brasil,Ambos,Todas as idades (padronizado),2014,1.31,0,0,66,,
1660083,"Incêndio, calor e substâncias quentes","077 Incêndio, calor e substâncias quentes",135,Brasil,Ambos,Todas as idades (padronizado),2006,1.03,0,0,77,,
1660293,Encefalite,099 Encefalite,135,Brasil,Ambos,Todas as idades (padronizado),1999,0.27,0,0,99,,
1660323,Mesotelioma,094 Mesotelioma,135,Brasil,Ambos,Todas as idades (padronizado),2000,0.36,0,0,94,,
1660625,Pancreatite,051 Pancreatite,135,Brasil,Ambos,Todas as idades (padronizado),2010,2.15,0,0,51,,
1660950,D renal crônica,011 D renal crônica,135,Brasil,Ambos,Todas as idades (padronizado),2007,15.73,0,0,11,,
1660961,Câncer de esôfago,029 Câncer de esôfago,135,Brasil,Ambos,Todas as idades (padronizado),2016,4.76,0,0,29,,
1660972,Desnutrição protéico-calórica,018 Desnutrição protéico-calórica,135,Brasil,Ambos,Todas as idades (padronizado),1992,10.28,0,0,18,,
1660998,Mieloma múltiplo,061 Mieloma múltiplo,135,Brasil,Ambos,Todas as idades (padronizado),2015,1.51,0,0,61,,
1661011,D vascular periférica,070 D vascular periférica,135,Brasil,Ambos,Todas as idades (padronizado),2009,1.21,0,0,70,,
1661152,Linfoma não Hodgkin,044 Linfoma não Hodgkin,135,Brasil,Ambos,Todas as idades (padronizado),1999,3.17,0,0,44,,
1661337,Câncer de Laringe,048 Câncer de Laringe,135,Brasil,Ambos,Todas as idades (padronizado),2009,2.34,0,0,48,,
1661345,Salmonella não tifoide invasiva (iNTS),105 Salmonella não tifoide invasiva (iNTS),135,Brasil,Ambos,Todas as idades (padronizado),2007,0.16,0,0,105,,
1661361,Melanoma maligno da pele,075 Melanoma maligno da pele,135,Brasil,Ambos,Todas as idades (padronizado),2017,1,0,0,75,,
1661420,Ebola,131 Ebola,135,Brasil,Ambos,Todas as idades (padronizado),1997,0,0,0,131,,
1661548,Febre tifóide e paratifóide,120 Febre tifóide e paratifóide,135,Brasil,Ambos,Todas as idades (padronizado),2006,0.02,0,0,120,,
1661605,"Distúrbios endócrin, metabólic, sanguín e imunoló","048 Distúrbios endócrin, metabólic, sanguín e imunoló",135,Brasil,Ambos,Todas as idades (padronizado),1999,2.62,0,0,48,,
1661812,Diabetes mellitus,007 Diabetes mellitus,135,Brasil,Ambos,Todas as idades (padronizado),2006,26.83,0,0,7,1,20061
1661864,Câncer de nasofaringe,101 Câncer de nasofaringe,135,Brasil,Ambos,Todas as idades (padronizado),2016,0.23,0,0,101,,
1661868,Alzheimer e outras demências,005 Alzheimer e outras demências,135,Brasil,Ambos,Todas as idades (padronizado),1995,43.9,0,0,5,1,19951
1661896,Ds ginecológicas,116 Ds ginecológicas,135,Brasil,Ambos,Todas as idades (padronizado),1994,0.07,0,0,116,,
1661911,Contato com animais,096 Contato com animais,135,Brasil,Ambos,Todas as idades (padronizado),2000,0.34,0,0,96,,
1661960,Câncer renal,063 Câncer renal,135,Brasil,Ambos,Todas as idades (padronizado),2004,1.52,0,0,63,,
1662015,Encefalite,101 Encefalite,135,Brasil,Ambos,Todas as idades (padronizado),2003,0.24,0,0,101,,
1662133,Câncer de pâncreas,029 Câncer de pâncreas,135,Brasil,Ambos,Todas as idades (padronizado),2005,5.14,0,0,29,,
1662139,Dengue,114 Dengue,135,Brasil,Ambos,Todas as idades (padronizado),2005,0.07,0,0,114,,
1662426,D cardíaca hipertensiva,013 D cardíaca hipertensiva,135,Brasil,Ambos,Todas as idades (padronizado),2014,10.6,0,0,13,,
1662701,Câncer de pele não melanoma,072 Câncer de pele não melanoma,135,Brasil,Ambos,Todas as idades (padronizado),1994,1.22,0,0,72,,
1662737,Out transtornos neurológicos,083 Out transtornos neurológicos,135,Brasil,Ambos,Todas as idades (padronizado),2006,0.7,0,0,83,,
1662884,Out ds tropicais negligenciadas,112 Out ds tropicais negligenciadas,135,Brasil,Ambos,Todas as idades (padronizado),2009,0.09,0,0,112,,
1662942,Câncer de pâncreas,029 Câncer de pâncreas,135,Brasil,Ambos,Todas as idades (padronizado),2003,5.12,0,0,29,,
1663143,D cardíaca valvular não reumática,063 D cardíaca valvular não reumática,135,Brasil,Ambos,Todas as idades (padronizado),1999,1.63,0,0,63,,
1663264,Ebola,127 Ebola,135,Brasil,Ambos,Todas as idades (padronizado),2002,0,0,0,127,,
1663295,Calor ambiental e exposição ao frio,102 Calor ambiental e exposição ao frio,135,Brasil,Ambos,Todas as idades (padronizado),2001,0.21,0,0,102,,
1663345,Sarampo,124 Sarampo,135,Brasil,Ambos,Todas as idades (padronizado),2013,0.01,0,0,124,,
1663356,Hemoglobinopatias e anemias hemolíticas,074 Hemoglobinopatias e anemias hemolíticas,135,Brasil,Ambos,Todas as idades (padronizado),2007,1.11,0,0,74,,
1663473,Tuberculose,025 Tuberculose,135,Brasil,Ambos,Todas as idades (padronizado),1993,7.28,0,0,25,,
1663584,Glomerulonefrite aguda,119 Glomerulonefrite aguda,135,Brasil,Ambos,Todas as idades (padronizado),2010,0.03,0,0,119,,
1663631,Glomerulonefrite aguda,119 Glomerulonefrite aguda,135,Brasil,Ambos,Todas as idades (padronizado),2011,0.03,0,0,119,,
1663690,Esclerose múltipla,106 Esclerose múltipla,135,Brasil,Ambos,Todas as idades (padronizado),2011,0.17,0,0,106,,
1663710,Out ds infecciosas intestinais,120 Out ds infecciosas intestinais,135,Brasil,Ambos,Todas as idades (padronizado),2009,0.01,0,0,120,,
1663746,Out ds infecciosas,081 Out ds infecciosas,135,Brasil,Ambos,Todas as idades (padronizado),2003,0.84,0,0,81,,
1663788,Cisticercose,111 Cisticercose,135,Brasil,Ambos,Todas as idades (padronizado),2001,0.09,0,0,111,,
1663902,Cisticercose,113 Cisticercose,135,Brasil,Ambos,Todas as idades (padronizado),1999,0.09,0,0,113,,
1664147,Epilepsia,075 Epilepsia,135,Brasil,Ambos,Todas as idades (padronizado),1998,1.15,0,0,75,,
1664300,Violência interpessoal,006 Violência interpessoal,135,Brasil,Ambos,Todas as idades (padronizado),2016,28.56,0,0,6,1,20161
1664423,Raiva,130 Raiva,135,Brasil,Ambos,Todas as idades (padronizado),2015,0,0,0,130,,
1664581,Out transtornos musculoesqueléticos,077 Out transtornos musculoesqueléticos,135,Brasil,Ambos,Todas as idades (padronizado),1993,1.09,0,0,77,,
1664609,Tuberculose,036 Tuberculose,135,Brasil,Ambos,Todas as idades (padronizado),2004,4.33,0,0,36,,
1664746,Infeções de vias aéreas superiores,113 Infeções de vias aéreas superiores,135,Brasil,Ambos,Todas as idades (padronizado),2002,0.08,0,0,113,,
1665003,Íleo paralítico e obstrução intestinal,043 Íleo paralítico e obstrução intestinal,135,Brasil,Ambos,Todas as idades (padronizado),2007,3.12,0,0,43,,
1664838,Ds diarreicas,011 Ds diarreicas,135,Brasil,Ambos,Todas as idades (padronizado),1995,20.34,0,0,11,,
1664980,Afogamento,037 Afogamento,135,Brasil,Ambos,Todas as idades (padronizado),2005,4.26,0,0,37,,
1665110,Desnutrição protéico-calórica,024 Desnutrição protéico-calórica,135,Brasil,Ambos,Todas as idades (padronizado),2003,6.68,0,0,24,,
1665308,Asma,064 Asma,135,Brasil,Ambos,Todas as idades (padronizado),2012,1.4,0,0,64,,
1665309,Transtornos relacionados ao uso de drogas,085 Transtornos relacionados ao uso de drogas,135,Brasil,Ambos,Todas as idades (padronizado),1997,0.69,0,0,85,,
1665351,Transtornos relacionados ao uso de drogas,081 Transtornos relacionados ao uso de drogas,135,Brasil,Ambos,Todas as idades (padronizado),2013,0.84,0,0,81,,
1665474,Mesotelioma,095 Mesotelioma,135,Brasil,Ambos,Todas as idades (padronizado),2002,0.36,0,0,95,,
1665525,Câncer de estômago,015 Câncer de estômago,135,Brasil,Ambos,Todas as idades (padronizado),2009,11.19,0,0,15,,
1665618,Câ da vesícula biliar e das vias biliares,046 Câ da vesícula biliar e das vias biliares,135,Brasil,Ambos,Todas as idades (padronizado),2011,2.49,0,0,46,,
1666117,Câncer renal,066 Câncer renal,135,Brasil,Ambos,Todas as idades (padronizado),2000,1.44,0,0,66,,
1666307,Mieloma múltiplo,064 Mieloma múltiplo,135,Brasil,Ambos,Todas as idades (padronizado),2009,1.46,0,0,64,,
1666405,Difteria,124 Difteria,135,Brasil,Ambos,Todas as idades (padronizado),1992,0.03,0,0,124,,
1666425,Salmonella não tifoide invasiva (iNTS),110 Salmonella não tifoide invasiva (iNTS),135,Brasil,Ambos,Todas as idades (padronizado),2015,0.13,0,0,110,,
1666500,Câncer de mama,020 Câncer de mama,135,Brasil,Ambos,Todas as idades (padronizado),1998,9.17,0,0,20,,
1666535,Epilepsia,073 Epilepsia,135,Brasil,Ambos,Todas as idades (padronizado),2003,1.13,0,0,73,,
1666732,Diabetes mellitus,007 Diabetes mellitus,135,Brasil,Ambos,Todas as idades (padronizado),2008,26.73,0,0,7,1,20081
1666886,Câncer de tireoide,091 Câncer de tireoide,135,Brasil,Ambos,Todas as idades (padronizado),1990,0.6,0,0,91,,
1667072,Cirrose e outras ds hepáticas crônicas,011 Cirrose e outras ds hepáticas crônicas,135,Brasil,Ambos,Todas as idades (padronizado),1992,21.41,0,0,11,,
1667150,D reumática cardíaca,067 D reumática cardíaca,135,Brasil,Ambos,Todas as idades (padronizado),2014,1.26,0,0,67,,
1667258,Doenças de pele bacterianas,061 Doenças de pele bacterianas,135,Brasil,Ambos,Todas as idades (padronizado),2005,1.69,0,0,61,,
1667351,HIV/AIDS,023 HIV/AIDS,135,Brasil,Ambos,Todas as idades (padronizado),2016,6.57,0,0,23,,
1667391,Cirrose e outras ds hepáticas crônicas,010 Cirrose e outras ds hepáticas crônicas,135,Brasil,Ambos,Todas as idades (padronizado),1998,19.26,0,0,10,1,19981
1667411,Febre tifóide e paratifóide,122 Febre tifóide e paratifóide,135,Brasil,Ambos,Todas as idades (padronizado),1994,0.02,0,0,122,,
1667427,Dengue,099 Dengue,135,Brasil,Ambos,Todas as idades (padronizado),2011,0.26,0,0,99,,
1667473,Difteria,130 Difteria,135,Brasil,Ambos,Todas as idades (padronizado),2016,0,0,0,130,,
1667644,Infecções por nematóides intestinais,120 Infecções por nematóides intestinais,135,Brasil,Ambos,Todas as idades (padronizado),2001,0.03,0,0,120,,
1668225,D do neurônio motor,101 D do neurônio motor,135,Brasil,Ambos,Todas as idades (padronizado),1992,0.31,0,0,101,,
1668299,Coqueluche,113 Coqueluche,135,Brasil,Ambos,Todas as idades (padronizado),2006,0.09,0,0,113,,
1668474,Linfoma de Hodgkin,095 Linfoma de Hodgkin,135,Brasil,Ambos,Todas as idades (padronizado),2011,0.37,0,0,95,,
1668594,Difteria,130 Difteria,135,Brasil,Ambos,Todas as idades (padronizado),2007,0,0,0,130,,
1668688,Out ds tropicais negligenciadas,111 Out ds tropicais negligenciadas,135,Brasil,Ambos,Todas as idades (padronizado),2017,0.11,0,0,111,,
